userID;timeStamp;trainingIsOn;condition;targetOrder;repetition;targetPos_x;targetPos_y;cursor_x;cursor_y;isRefining
userID;timeStamp;trainingIsOn;condition;targetOrder;repetition;targetPos_x;targetPos_y;cursor_x;cursor_y;isRefining
userID;timeStamp;trainingIsOn;condition;targetOrder;repetition;targetPos_x;targetPos_y;cursor_x;cursor_y;isRefining
4;1.292414;True;1;0;1;-0.8281411;0.73;-0.5177302;0.6703535;False
4;1.302704;True;1;0;1;-0.8281411;0.73;-0.5136562;0.674034;False
4;1.314508;True;1;0;1;-0.8281411;0.73;-0.5106447;0.6799289;False
4;1.334382;True;1;0;1;-0.8281411;0.73;-0.5082836;0.6836876;False
4;1.396861;True;1;0;1;-0.8281411;0.73;-0.506934;0.6846149;False
4;1.408918;True;1;0;1;-0.8281411;0.73;-0.503737;0.680642;False
4;1.422574;True;1;0;1;-0.8281411;0.73;-0.503737;0.680642;False
4;1.433655;True;1;0;1;-0.8281411;0.73;-0.5046227;0.6802296;False
4;1.449486;True;1;0;1;-0.8281411;0.73;-0.5052902;0.6773349;False
4;1.464778;True;1;0;1;-0.8281411;0.73;-0.5057439;0.6743827;False
4;1.482164;True;1;0;1;-0.8281411;0.73;-0.5074545;0.6720614;False
4;1.498041;True;1;0;1;-0.8281411;0.73;-0.5090955;0.6730378;False
4;1.516058;True;1;0;1;-0.8281411;0.73;-0.5111594;0.6753351;False
4;1.530261;True;1;0;1;-0.8281411;0.73;-0.5139911;0.6793208;False
4;1.547353;True;1;0;1;-0.8281411;0.73;-0.5173312;0.6838958;False
4;1.564309;True;1;0;1;-0.8281411;0.73;-0.51955;0.6844719;False
4;1.581864;True;1;0;1;-0.8281411;0.73;-0.5202255;0.684049;False
4;1.59846;True;1;0;1;-0.8281411;0.73;-0.5201837;0.6829442;False
4;1.613753;True;1;0;1;-0.8281411;0.73;-0.5199035;0.6820206;False
4;1.630632;True;1;0;1;-0.8281411;0.73;-0.5188518;0.6808362;False
4;1.650122;True;1;0;1;-0.8281411;0.73;-0.5171366;0.6797398;False
4;1.664571;True;1;0;1;-0.8281411;0.73;-0.51544;0.6793085;False
4;1.681929;True;1;0;1;-0.8281411;0.73;-0.5136114;0.6792635;False
4;1.696164;True;1;0;1;-0.8281411;0.73;-0.5124878;0.6800724;False
4;1.71452;True;1;0;1;-0.8281411;0.73;-0.5110849;0.6800531;False
4;1.730627;True;1;0;1;-0.8281411;0.73;-0.5092722;0.6796114;False
4;1.747362;True;1;0;1;-0.8281411;0.73;-0.5079921;0.6781317;False
4;1.764496;True;1;0;1;-0.8281411;0.73;-0.5071523;0.6786644;False
4;1.782044;True;1;0;1;-0.8281411;0.73;-0.5063725;0.6794976;False
4;1.796254;True;1;0;1;-0.8281411;0.73;-0.5058849;0.6787257;False
4;1.812986;True;1;0;1;-0.8281411;0.73;-0.5055729;0.6776634;False
4;1.830576;True;1;0;1;-0.8281411;0.73;-0.506;0.6759175;False
4;1.847514;True;1;0;1;-0.8281411;0.73;-0.5064333;0.6740537;False
4;1.864156;True;1;0;1;-0.8281411;0.73;-0.5068622;0.6719484;False
4;1.882078;True;1;0;1;-0.8281411;0.73;-0.5069112;0.6699814;False
4;1.896133;True;1;0;1;-0.8281411;0.73;-0.5051643;0.6683249;False
4;1.916474;True;1;0;1;-0.8281411;0.73;-0.501508;0.6668822;False
4;1.932778;True;1;0;1;-0.8281411;0.73;-0.4974482;0.6647126;False
4;1.948005;True;1;0;1;-0.8281411;0.73;-0.4934482;0.662482;False
4;1.985027;True;1;0;1;-0.8281411;0.73;-0.4903284;0.6598777;False
4;1.996296;True;1;0;1;-0.8281411;0.73;-0.4850829;0.6564337;False
4;2.014857;True;1;0;1;-0.8281411;0.73;-0.4818935;0.6554285;False
4;2.030054;True;1;0;1;-0.8281411;0.73;-0.477903;0.6536902;False
4;2.047217;True;1;0;1;-0.8281411;0.73;-0.4736542;0.6523645;False
4;2.063847;True;1;0;1;-0.8281411;0.73;-0.4693639;0.6504332;False
4;2.080301;True;1;0;1;-0.8281411;0.73;-0.4639007;0.6496026;False
4;2.097268;True;1;0;1;-0.8281411;0.73;-0.4591599;0.649355;False
4;2.113132;True;1;0;1;-0.8281411;0.73;-0.456256;0.6489213;False
4;2.130191;True;1;0;1;-0.8281411;0.73;-0.4536885;0.6486;False
4;2.146589;True;1;0;1;-0.8281411;0.73;-0.4506912;0.6479464;False
4;2.163121;True;1;0;1;-0.8281411;0.73;-0.44776;0.6477549;False
4;2.180066;True;1;0;1;-0.8281411;0.73;-0.4455124;0.6464222;False
4;2.196662;True;1;0;1;-0.8281411;0.73;-0.4436049;0.6458845;False
4;2.214086;True;1;0;1;-0.8281411;0.73;-0.4422379;0.6462208;False
4;2.232093;True;1;0;1;-0.8281411;0.73;-0.4405831;0.6462661;False
4;2.245742;True;1;0;1;-0.8281411;0.73;-0.4394071;0.6467566;False
4;2.264011;True;1;0;1;-0.8281411;0.73;-0.4385665;0.6474051;False
4;2.279628;True;1;0;1;-0.8281411;0.73;-0.4373742;0.6490442;False
4;2.296729;True;1;0;1;-0.8281411;0.73;-0.4354784;0.650396;False
4;2.312072;True;1;0;1;-0.8281411;0.73;-0.4332271;0.6518989;False
4;2.33278;True;1;0;1;-0.8281411;0.73;-0.4309898;0.6534714;False
4;2.350131;True;1;0;1;-0.8281411;0.73;-0.4285158;0.6537337;False
4;2.363623;True;1;0;1;-0.8281411;0.73;-0.425604;0.6532846;False
4;2.382413;True;1;0;1;-0.8281411;0.73;-0.4223779;0.652117;False
4;2.401121;True;1;0;1;-0.8281411;0.73;-0.4188963;0.6519886;False
4;2.416239;True;1;0;1;-0.8281411;0.73;-0.4155041;0.6521914;False
4;2.428872;True;1;0;1;-0.8281411;0.73;-0.4119983;0.6518476;False
4;2.4463;True;1;0;1;-0.8281411;0.73;-0.4081501;0.65108;False
4;2.464907;True;1;0;1;-0.8281411;0.73;-0.4035221;0.650546;False
4;2.481617;True;1;0;1;-0.8281411;0.73;-0.3981524;0.65097;False
4;2.495494;True;1;0;1;-0.8281411;0.73;-0.3928491;0.6524962;False
4;2.5133;True;1;0;1;-0.8281411;0.73;-0.3881986;0.6549305;False
4;2.531954;True;1;0;1;-0.8281411;0.73;-0.3840709;0.6562471;False
4;2.548476;True;1;0;1;-0.8281411;0.73;-0.3796844;0.6561475;False
4;2.562993;True;1;0;1;-0.8281411;0.73;-0.375933;0.6564049;False
4;2.580094;True;1;0;1;-0.8281411;0.73;-0.3721754;0.6566081;False
4;2.59717;True;1;0;1;-0.8281411;0.73;-0.3684232;0.6564617;False
4;2.613574;True;1;0;1;-0.8281411;0.73;-0.3661067;0.6561146;False
4;2.630412;True;1;0;1;-0.8281411;0.73;-0.3645423;0.6554241;False
4;2.649335;True;1;0;1;-0.8281411;0.73;-0.3631554;0.6541132;False
4;2.667291;True;1;0;1;-0.8281411;0.73;-0.3609914;0.6526104;False
4;2.683017;True;1;0;1;-0.8281411;0.73;-0.3595184;0.6508504;False
4;2.697152;True;1;0;1;-0.8281411;0.73;-0.3585153;0.6492942;False
4;2.713045;True;1;0;1;-0.8281411;0.73;-0.3576548;0.6479688;False
4;2.729935;True;1;0;1;-0.8281411;0.73;-0.3577242;0.6470735;False
4;2.746331;True;1;0;1;-0.8281411;0.73;-0.3579742;0.6458696;False
4;2.762468;True;1;0;1;-0.8281411;0.73;-0.3588982;0.6459283;False
4;2.781545;True;1;0;1;-0.8281411;0.73;-0.3602834;0.6458551;False
4;2.795748;True;1;0;1;-0.8281411;0.73;-0.3607917;0.6453215;False
4;2.812718;True;1;0;1;-0.8281411;0.73;-0.3610339;0.6452579;False
4;2.828777;True;1;0;1;-0.8281411;0.73;-0.3614781;0.6443936;False
4;2.846484;True;1;0;1;-0.8281411;0.73;-0.361387;0.6442732;False
4;2.863972;True;1;0;1;-0.8281411;0.73;-0.3621325;0.6440858;False
4;2.879767;True;1;0;1;-0.8281411;0.73;-0.3630878;0.6442842;False
4;2.895793;True;1;0;1;-0.8281411;0.73;-0.3632204;0.6438095;False
4;2.913118;True;1;0;1;-0.8281411;0.73;-0.3633544;0.6429422;False
userID;timeStamp;trainingIsOn;condition;targetOrder;repetition;targetPos_x;targetPos_y;cursor_x;cursor_y;isRefining
4;0.01887909;True;1;0;1;-0.3418588;0.73;-0.5496109;0.6954599;False
4;0.03590009;True;1;0;1;-0.3418588;0.73;-0.5495331;0.6959273;False
4;0.05061617;True;1;0;1;-0.3418588;0.73;-0.549404;0.696137;False
4;0.06920441;True;1;0;1;-0.3418588;0.73;-0.5493293;0.6966584;False
4;0.08347821;True;1;0;1;-0.3418588;0.73;-0.5490275;0.6970288;False
4;0.1017975;True;1;0;1;-0.3418588;0.73;-0.5487107;0.6973815;False
4;0.1164514;True;1;0;1;-0.3418588;0.73;-0.5479943;0.697745;False
4;0.135738;True;1;0;1;-0.3418588;0.73;-0.5470168;0.6975702;False
4;0.1500018;True;1;0;1;-0.3418588;0.73;-0.5458923;0.6974325;False
4;0.1653348;True;1;0;1;-0.3418588;0.73;-0.5449997;0.6976064;False
4;0.1827758;True;1;0;1;-0.3418588;0.73;-0.5439791;0.6977409;False
4;0.1987608;True;1;0;1;-0.3418588;0.73;-0.5432826;0.6976576;False
4;0.2149204;True;1;0;1;-0.3418588;0.73;-0.5427917;0.6974967;False
4;0.2328452;True;1;0;1;-0.3418588;0.73;-0.5421843;0.6973893;False
4;0.2491168;True;1;0;1;-0.3418588;0.73;-0.5414026;0.6969039;False
4;0.2690295;True;1;0;1;-0.3418588;0.73;-0.5408745;0.696217;False
4;0.2857272;True;1;0;1;-0.3418588;0.73;-0.5407252;0.695997;False
4;0.3011422;True;1;0;1;-0.3418588;0.73;-0.5399439;0.6961451;False
4;0.3176259;True;1;0;1;-0.3418588;0.73;-0.5396354;0.6965314;False
4;0.3337803;True;1;0;1;-0.3418588;0.73;-0.5394566;0.6963443;False
4;0.3504982;True;1;0;1;-0.3418588;0.73;-0.5396391;0.6962494;False
4;0.3669861;True;1;0;1;-0.3418588;0.73;-0.5404556;0.6960098;False
4;0.3833205;True;1;0;1;-0.3418588;0.73;-0.5417433;0.6959144;False
4;0.399819;True;1;0;1;-0.3418588;0.73;-0.5430613;0.6968869;False
4;0.4167285;True;1;0;1;-0.3418588;0.73;-0.5436095;0.6974998;False
4;0.4333343;True;1;0;1;-0.3418588;0.73;-0.5433571;0.6976544;False
4;0.4498267;True;1;0;1;-0.3418588;0.73;-0.5429445;0.6970209;False
4;0.4669381;True;1;0;1;-0.3418588;0.73;-0.5418817;0.6972594;False
4;0.4844651;True;1;0;1;-0.3418588;0.73;-0.5409199;0.6969751;False
4;0.501323;True;1;0;1;-0.3418588;0.73;-0.5411099;0.6962124;False
4;0.5169976;True;1;0;1;-0.3418588;0.73;-0.5416274;0.6956092;False
4;0.5337677;True;1;0;1;-0.3418588;0.73;-0.541629;0.694636;False
4;0.5499249;True;1;0;1;-0.3418588;0.73;-0.5426584;0.694377;False
4;0.5668181;True;1;0;1;-0.3418588;0.73;-0.5443178;0.6940308;False
4;0.5828533;True;1;0;1;-0.3418588;0.73;-0.546201;0.6935052;False
4;0.5993445;True;1;0;1;-0.3418588;0.73;-0.547083;0.6932969;False
4;0.616324;True;1;0;1;-0.3418588;0.73;-0.5474706;0.6926735;False
4;0.6332152;True;1;0;1;-0.3418588;0.73;-0.5475348;0.6922639;False
4;0.6500354;True;1;0;1;-0.3418588;0.73;-0.5473287;0.6922574;False
4;0.6665661;True;1;0;1;-0.3418588;0.73;-0.5470291;0.6917546;False
4;0.6838154;True;1;0;1;-0.3418588;0.73;-0.5467431;0.6918802;False
4;0.6996586;True;1;0;1;-0.3418588;0.73;-0.5462975;0.6921263;False
4;0.7177796;True;1;0;1;-0.3418588;0.73;-0.5454575;0.6925488;False
4;0.7350247;True;1;0;1;-0.3418588;0.73;-0.5448386;0.6925049;False
4;0.7509409;True;1;0;1;-0.3418588;0.73;-0.5451549;0.6922188;False
4;0.7666879;True;1;0;1;-0.3418588;0.73;-0.5464214;0.691838;False
4;0.7899003;True;1;0;1;-0.3418588;0.73;-0.5472917;0.6914394;False
4;0.8049067;True;1;0;1;-0.3418588;0.73;-0.5481284;0.691231;False
4;0.8195128;True;1;0;1;-0.3418588;0.73;-0.548983;0.6906573;False
4;0.835224;True;1;0;1;-0.3418588;0.73;-0.5491825;0.690145;False
4;0.8514386;True;1;0;1;-0.3418588;0.73;-0.5495858;0.68949;False
4;0.8676528;True;1;0;1;-0.3418588;0.73;-0.5496081;0.6894574;False
4;0.8848298;True;1;0;1;-0.3418588;0.73;-0.5493752;0.6899236;False
4;0.9000176;True;1;0;1;-0.3418588;0.73;-0.5485268;0.689665;False
4;0.9173065;True;1;0;1;-0.3418588;0.73;-0.5476151;0.6892947;False
4;0.9336845;True;1;0;1;-0.3418588;0.73;-0.5472715;0.6887357;False
4;0.9504642;True;1;0;1;-0.3418588;0.73;-0.5471237;0.6879102;False
4;0.9670457;True;1;0;1;-0.3418588;0.73;-0.5471691;0.6873376;False
4;0.983067;True;1;0;1;-0.3418588;0.73;-0.5479243;0.6873633;False
4;0.9988858;True;1;0;1;-0.3418588;0.73;-0.5482108;0.6873795;False
4;1.01616;True;1;0;1;-0.3418588;0.73;-0.5487538;0.6870136;False
4;1.032952;True;1;0;1;-0.3418588;0.73;-0.5491128;0.6872576;False
4;1.049747;True;1;0;1;-0.3418588;0.73;-0.5498871;0.6873858;False
4;1.065881;True;1;0;1;-0.3418588;0.73;-0.5501667;0.6875048;False
4;1.083064;True;1;0;1;-0.3418588;0.73;-0.550221;0.6883201;False
4;1.099894;True;1;0;1;-0.3418588;0.73;-0.5499735;0.6884619;False
4;1.116102;True;1;0;1;-0.3418588;0.73;-0.5502998;0.6884603;False
4;1.133486;True;1;0;1;-0.3418588;0.73;-0.5508642;0.6886041;False
4;1.149237;True;1;0;1;-0.3418588;0.73;-0.5514242;0.6886758;False
4;1.166386;True;1;0;1;-0.3418588;0.73;-0.5515563;0.6890322;False
4;1.18249;True;1;0;1;-0.3418588;0.73;-0.5514162;0.6891584;False
4;1.198806;True;1;0;1;-0.3418588;0.73;-0.5511969;0.6889663;False
4;1.215801;True;1;0;1;-0.3418588;0.73;-0.5510322;0.6886912;False
4;1.233086;True;1;0;1;-0.3418588;0.73;-0.5510346;0.6885645;False
4;1.248766;True;1;0;1;-0.3418588;0.73;-0.551073;0.6886005;False
4;1.26561;True;1;0;1;-0.3418588;0.73;-0.5510113;0.6886728;False
4;1.282639;True;1;0;1;-0.3418588;0.73;-0.550647;0.6885802;False
4;1.299032;True;1;0;1;-0.3418588;0.73;-0.550494;0.688512;False
4;1.31581;True;1;0;1;-0.3418588;0.73;-0.5500516;0.6882105;False
4;1.335454;True;1;0;1;-0.3418588;0.73;-0.5496119;0.6879462;False
4;1.351346;True;1;0;1;-0.3418588;0.73;-0.5490291;0.6880473;False
4;1.366721;True;1;0;1;-0.3418588;0.73;-0.5491057;0.6880617;False
4;1.38365;True;1;0;1;-0.3418588;0.73;-0.54865;0.6879795;False
4;1.399758;True;1;0;1;-0.3418588;0.73;-0.5483891;0.6879961;False
4;1.416059;True;1;0;1;-0.3418588;0.73;-0.5486147;0.6882538;False
4;1.432564;True;1;0;1;-0.3418588;0.73;-0.5489703;0.6885713;False
4;1.449426;True;1;0;1;-0.3418588;0.73;-0.5492128;0.6887202;False
4;1.466896;True;1;0;1;-0.3418588;0.73;-0.5495144;0.6883149;False
4;1.48289;True;1;0;1;-0.3418588;0.73;-0.5496739;0.6891544;False
4;1.499066;True;1;0;1;-0.3418588;0.73;-0.5501691;0.69047;False
4;1.515476;True;1;0;1;-0.3418588;0.73;-0.5499822;0.6911201;False
4;1.532294;True;1;0;1;-0.3418588;0.73;-0.5489541;0.6913269;False
4;1.549241;True;1;0;1;-0.3418588;0.73;-0.5471494;0.6917997;False
4;1.566935;True;1;0;1;-0.3418588;0.73;-0.5456233;0.6918527;False
4;1.586062;True;1;0;1;-0.3418588;0.73;-0.5452203;0.6912223;False
4;1.602152;True;1;0;1;-0.3418588;0.73;-0.5455266;0.6910801;False
4;1.618072;True;1;0;1;-0.3418588;0.73;-0.5455467;0.6905762;False
4;1.634976;True;1;0;1;-0.3418588;0.73;-0.5459753;0.6906959;False
4;1.65045;True;1;0;1;-0.3418588;0.73;-0.5472662;0.6907451;False
4;1.666664;True;1;0;1;-0.3418588;0.73;-0.5479715;0.6908418;False
4;1.682905;True;1;0;1;-0.3418588;0.73;-0.548511;0.6902986;False
4;1.698788;True;1;0;1;-0.3418588;0.73;-0.5486695;0.6899037;False
4;1.715851;True;1;0;1;-0.3418588;0.73;-0.5484544;0.6891602;False
4;1.732276;True;1;0;1;-0.3418588;0.73;-0.5481145;0.6884615;False
4;1.74918;True;1;0;1;-0.3418588;0.73;-0.548228;0.6884816;False
4;1.765859;True;1;0;1;-0.3418588;0.73;-0.5483991;0.6890621;False
4;1.782488;True;1;0;1;-0.3418588;0.73;-0.5482793;0.6893154;False
4;1.800383;True;1;0;1;-0.3418588;0.73;-0.5479072;0.6903287;False
4;1.815694;True;1;0;1;-0.3418588;0.73;-0.5472881;0.6905702;False
4;0.01805671;True;1;0;1;-0.3418588;0.73;-0.5466719;0.690253;False
4;0.03384006;True;1;0;1;-0.3418588;0.73;-0.5459761;0.690585;False
4;0.05009726;True;1;0;1;-0.3418588;0.73;-0.5455196;0.6905573;False
4;0.06697042;True;1;0;1;-0.3418588;0.73;-0.5449736;0.6902888;False
4;0.08123521;True;1;0;1;-0.3418588;0.73;-0.5450548;0.6894714;False
4;0.09891302;True;1;0;1;-0.3418588;0.73;-0.5454863;0.689032;False
4;0.1179817;True;1;0;1;-0.3418588;0.73;-0.5463627;0.6883577;False
4;0.1314394;True;1;0;1;-0.3418588;0.73;-0.5473456;0.6879556;False
4;0.1486479;True;1;0;1;-0.3418588;0.73;-0.5486411;0.68795;False
4;0.1653318;True;1;0;1;-0.3418588;0.73;-0.5490706;0.6879677;False
4;0.1822957;True;1;0;1;-0.3418588;0.73;-0.5492722;0.6872874;False
4;0.1982704;True;1;0;1;-0.3418588;0.73;-0.5492659;0.6867611;False
4;0.2282423;True;1;0;1;-0.3418588;0.73;-0.5488393;0.6863086;False
4;0.2435902;True;1;0;1;-0.3418588;0.73;-0.5483993;0.6858168;False
4;0.2589097;True;1;0;1;-0.3418588;0.73;-0.5483232;0.6857857;False
4;0.2741897;True;1;0;1;-0.3418588;0.73;-0.5478876;0.685693;False
4;0.2886937;True;1;0;1;-0.3418588;0.73;-0.5476292;0.6857163;False
4;0.3026165;True;1;0;1;-0.3418588;0.73;-0.5475653;0.6854572;False
4;0.3175198;True;1;0;1;-0.3418588;0.73;-0.5474181;0.6857147;False
4;0.3350483;True;1;0;1;-0.3418588;0.73;-0.5479227;0.6857892;False
4;0.3494041;True;1;0;1;-0.3418588;0.73;-0.5482891;0.6859999;False
4;0.3676393;True;1;0;1;-0.3418588;0.73;-0.5490955;0.6862658;False
4;0.3847402;True;1;0;1;-0.3418588;0.73;-0.5488812;0.6861665;False
4;0.3990032;True;1;0;1;-0.3418588;0.73;-0.5490878;0.6861333;False
4;0.4160981;True;1;0;1;-0.3418588;0.73;-0.5490772;0.6864787;False
4;0.4327264;True;1;0;1;-0.3418588;0.73;-0.5492535;0.6863589;False
4;0.4493553;True;1;0;1;-0.3418588;0.73;-0.5495021;0.6859705;False
4;0.46683;True;1;0;1;-0.3418588;0.73;-0.5497186;0.6858454;False
4;0.4830268;True;1;0;1;-0.3418588;0.73;-0.5498029;0.6855465;False
4;0.4988432;True;1;0;1;-0.3418588;0.73;-0.5493001;0.6851186;False
4;0.5159408;True;1;0;1;-0.3418588;0.73;-0.5491561;0.685079;False
4;0.5328513;True;1;0;1;-0.3418588;0.73;-0.5491146;0.6842942;False
4;0.5493563;True;1;0;1;-0.3418588;0.73;-0.5491336;0.683825;False
4;0.5663689;True;1;0;1;-0.3418588;0.73;-0.5495657;0.6831056;False
4;0.5834789;True;1;0;1;-0.3418588;0.73;-0.5489584;0.6824732;False
4;0.6006612;True;1;0;1;-0.3418588;0.73;-0.5476274;0.6817535;False
4;0.6167051;True;1;0;1;-0.3418588;0.73;-0.5456078;0.6808274;False
4;0.6335716;True;1;0;1;-0.3418588;0.73;-0.5441017;0.6805617;False
4;0.6499451;True;1;0;1;-0.3418588;0.73;-0.5424426;0.6791407;False
4;0.6671217;True;1;0;1;-0.3418588;0.73;-0.5397963;0.6777847;False
4;0.6830229;True;1;0;1;-0.3418588;0.73;-0.5362774;0.6763494;False
4;0.6998284;True;1;0;1;-0.3418588;0.73;-0.5325944;0.6762583;False
4;0.7163067;True;1;0;1;-0.3418588;0.73;-0.5284392;0.6761343;False
4;0.7328536;True;1;0;1;-0.3418588;0.73;-0.5245293;0.6752741;False
4;0.7499975;True;1;0;1;-0.3418588;0.73;-0.5208222;0.6739017;False
4;0.7656033;True;1;0;1;-0.3418588;0.73;-0.5179921;0.6727778;False
4;0.7823476;True;1;0;1;-0.3418588;0.73;-0.5159774;0.6716184;False
4;0.7994512;True;1;0;1;-0.3418588;0.73;-0.51617;0.6705693;False
4;0.8172606;True;1;0;1;-0.3418588;0.73;-0.514982;0.6682917;False
